recommendation_id,customer_id,score_id,recommended_product_id,recommended_action,recommended_channel,recommended_timing,message_angle,expected_conversion,priority,suppression_flag,recommendation_timestamp,status,priority_rank
REC000061555,CUS00020519,SC000082073,P001,RM_CALL,RM_CALL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.685,Medium,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000061556,CUS00020519,SC000082075,P007,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.6365,Medium,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000061557,CUS00020519,SC000082074,P004,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.5865,Low,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000061558,CUS00020520,SC000082077,P001,RM_CALL,RM_CALL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4832,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000061559,CUS00020520,SC000082079,P007,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.362,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000061560,CUS00020520,SC000082080,P009,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.3405,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000061561,CUS00020521,SC000082082,P004,NURTURE,EMAIL,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.7318,Low,False,2026-08-31 18:00:00,NEW,1
REC000061562,CUS00020521,SC000082081,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.5509,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061563,CUS00020521,SC000082083,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.3971,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061564,CUS00020522,SC000082088,P009,RM_ASSISTED_MESSAGE,RM_CALL,Trong vòng 48 giờ,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.8123,High,False,2026-08-31 18:00:00,SENT,1
REC000061565,CUS00020522,SC000082086,P004,NURTURE,EMAIL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.5838,Medium,False,2026-08-31 18:00:00,NEW,2
REC000061566,CUS00020522,SC000082085,P001,NURTURE,EMAIL,Nurture 30 ngày,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.5257,Low,False,2026-08-31 18:00:00,NEW,3
REC000061567,CUS00020523,SC000082091,P007,NURTURE,EMAIL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.5466,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000061568,CUS00020523,SC000082090,P004,NURTURE,EMAIL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3403,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061569,CUS00020523,SC000082089,P001,NURTURE,EMAIL,Nurture 30 ngày,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.2358,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061570,CUS00020524,SC000082093,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.2154,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000061571,CUS00020524,SC000082095,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.2004,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061572,CUS00020524,SC000082096,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.1709,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061573,CUS00020525,SC000082098,P004,NURTURE,EMAIL,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.2674,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000061574,CUS00020525,SC000082099,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.2079,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061575,CUS00020525,SC000082100,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.1676,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061576,CUS00020526,SC000082103,P007,NO_CONTACT,NONE,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.3033,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,1
REC000061577,CUS00020526,SC000082101,P001,NO_CONTACT,NONE,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.224,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000061578,CUS00020526,SC000082102,P004,NO_CONTACT,NONE,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.2488,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000061579,CUS00020527,SC000082108,P009,RM_CALL,RM_CALL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.6839,Low,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000061580,CUS00020527,SC000082106,P004,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4428,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000061581,CUS00020527,SC000082105,P001,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4304,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000061582,CUS00020528,SC000082109,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.2293,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000061583,CUS00020528,SC000082111,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.2669,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061584,CUS00020528,SC000082112,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.2441,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061585,CUS00020529,SC000082115,P007,NURTURE,EMAIL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.5636,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000061586,CUS00020529,SC000082116,P009,NURTURE,EMAIL,Trong 2 tuần tới,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.5161,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061587,CUS00020529,SC000082114,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4365,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061588,CUS00020530,SC000082117,P001,RM_CALL,RM_CALL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3898,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000061589,CUS00020530,SC000082120,P009,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.3612,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000061590,CUS00020530,SC000082118,P004,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.329,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000061591,CUS00020531,SC000082124,P009,NURTURE,EMAIL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.7617,Low,False,2026-08-31 18:00:00,NEW,1
REC000061592,CUS00020531,SC000082121,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3786,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061593,CUS00020531,SC000082123,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.2881,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061594,CUS00020532,SC000082128,P009,NURTURE,EMAIL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.599,Low,False,2026-08-31 18:00:00,NEW,1
REC000061595,CUS00020532,SC000082125,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4427,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061596,CUS00020532,SC000082126,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4415,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061597,CUS00020533,SC000082131,P007,NURTURE,EMAIL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.427,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000061598,CUS00020533,SC000082129,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.303,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061599,CUS00020533,SC000082130,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.2069,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061600,CUS00020534,SC000082135,P007,NO_CONTACT,NONE,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.5674,Low,True,2026-08-31 18:00:00,BLOCKED,1
REC000061601,CUS00020534,SC000082133,P001,NO_CONTACT,NONE,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.5731,Low,True,2026-08-31 18:00:00,BLOCKED,2
REC000061602,CUS00020534,SC000082134,P004,NO_CONTACT,NONE,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3742,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000061603,CUS00020535,SC000082138,P004,NURTURE,EMAIL,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4745,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000061604,CUS00020535,SC000082137,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4479,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061605,CUS00020535,SC000082139,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.3672,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061606,CUS00020536,SC000082144,P009,NO_CONTACT,NONE,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.5731,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,1
REC000061607,CUS00020536,SC000082143,P007,NO_CONTACT,NONE,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.4635,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000061608,CUS00020536,SC000082142,P004,NO_CONTACT,NONE,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4071,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000061609,CUS00020537,SC000082147,P007,NURTURE,EMAIL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.531,Low,False,2026-08-31 18:00:00,NEW,1
REC000061610,CUS00020537,SC000082145,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.568,Low,False,2026-08-31 18:00:00,NEW,2
REC000061611,CUS00020537,SC000082146,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3508,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061612,CUS00020538,SC000082150,P004,NURTURE,EMAIL,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4019,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000061613,CUS00020538,SC000082149,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3075,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061614,CUS00020538,SC000082151,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.253,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061615,CUS00020539,SC000082153,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4638,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000061616,CUS00020539,SC000082154,P004,NURTURE,EMAIL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3682,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061617,CUS00020539,SC000082156,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.3664,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061618,CUS00020540,SC000082160,P009,NURTURE,EMAIL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.4709,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000061619,CUS00020540,SC000082157,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3069,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061620,CUS00020540,SC000082159,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.1803,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061621,CUS00020541,SC000082163,P007,NO_CONTACT,NONE,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.4714,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,1
REC000061622,CUS00020541,SC000082164,P009,NO_CONTACT,NONE,Trong 2 tuần tới,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.4715,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000061623,CUS00020541,SC000082161,P001,NO_CONTACT,NONE,Nurture 30 ngày,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4289,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000061624,CUS00020542,SC000082167,P007,NURTURE,EMAIL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.4487,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000061625,CUS00020542,SC000082166,P004,NURTURE,EMAIL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4694,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061626,CUS00020542,SC000082168,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.3438,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061627,CUS00020543,SC000082171,P007,NO_CONTACT,NONE,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.5405,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,1
REC000061628,CUS00020543,SC000082172,P009,NO_CONTACT,NONE,Trong 2 tuần tới,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.4103,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000061629,CUS00020543,SC000082170,P004,NO_CONTACT,NONE,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3374,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000061630,CUS00020544,SC000082173,P001,NO_CONTACT,NONE,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.5692,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,1
REC000061631,CUS00020544,SC000082175,P007,NO_CONTACT,NONE,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.4675,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000061632,CUS00020544,SC000082174,P004,NO_CONTACT,NONE,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000061633,CUS00020545,SC000082177,P001,NO_CONTACT,NONE,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.6485,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,1
REC000061634,CUS00020545,SC000082179,P007,NO_CONTACT,NONE,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.6279,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000061635,CUS00020545,SC000082180,P009,NO_CONTACT,NONE,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.4277,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000061636,CUS00020546,SC000082184,P009,RM_CALL,RM_CALL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.6785,Medium,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000061637,CUS00020546,SC000082182,P004,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.588,Low,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000061638,CUS00020546,SC000082181,P001,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.536,Low,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000061639,CUS00020547,SC000082185,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3163,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000061640,CUS00020547,SC000082187,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.3416,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061641,CUS00020547,SC000082186,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3263,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061642,CUS00020548,SC000082192,P009,NURTURE,EMAIL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.3369,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000061643,CUS00020548,SC000082189,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.2839,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061644,CUS00020548,SC000082191,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.3227,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061645,CUS00020549,SC000082195,P007,RM_CALL,RM_CALL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.53,Low,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000061646,CUS00020549,SC000082196,P009,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.5084,Low,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000061647,CUS00020549,SC000082194,P004,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4883,Low,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000061648,CUS00020550,SC000082199,P007,NO_CONTACT,NONE,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.3149,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,1
REC000061649,CUS00020550,SC000082198,P004,NO_CONTACT,NONE,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.2125,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000061650,CUS00020550,SC000082197,P001,NO_CONTACT,NONE,Nurture 30 ngày,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.1362,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000061651,CUS00020551,SC000082201,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.5486,Low,False,2026-08-31 18:00:00,NEW,1
REC000061652,CUS00020551,SC000082203,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.4355,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061653,CUS00020551,SC000082202,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3067,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061654,CUS00020552,SC000082205,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.1899,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000061655,CUS00020552,SC000082206,P004,NURTURE,EMAIL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.1572,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000061656,CUS00020552,SC000082208,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.1476,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000061657,CUS00020553,SC000082209,P001,NO_CONTACT,NONE,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3214,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,1
REC000061658,CUS00020553,SC000082211,P007,NO_CONTACT,NONE,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.3212,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000061659,CUS00020553,SC000082212,P009,NO_CONTACT,NONE,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.2965,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000061660,CUS00020554,SC000082213,P001,NO_CONTACT,NONE,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4727,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,1
REC000061661,CUS00020554,SC000082215,P007,NO_CONTACT,NONE,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.3994,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000061662,CUS00020554,SC000082214,P004,NO_CONTACT,NONE,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3805,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000061663,CUS00020555,SC000082219,P007,NURTURE,EMAIL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.708,Medium,False,2026-08-31 18:00:00,NEW,1
REC000061664,CUS00020555,SC000082217,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.6152,Low,False,2026-08-31 18:00:00,NEW,2
REC000061665,CUS00020555,SC000082220,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.5759,Low,False,2026-08-31 18:00:00,NEW,3
REC000061666,CUS00020556,SC000082222,P004,NURTURE,EMAIL,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.6356,Low,False,2026-08-31 18:00:00,NEW,1
